Name,ModelPath,ModelType,MaterialPaths
King Thordan,chara/demihuman/d1024/obj/equipment/e0001/model/d1024e0001_0001.mdl,Demihuman,
Chief Honu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Ravana,chara/monster/m0244/obj/body/b0001/model/m0244b0001.mdl,Monster,
Gnath priest,chara/demihuman/d1020/obj/equipment/e0001/model/d1020e0001_0001.mdl,Demihuman,
Moglin,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Ravana,chara/monster/m0244/obj/body/b0001/model/m0244b0001.mdl,Monster,
Shiva,chara/monster/m0101/obj/body/b0001/model/m0101b0001.mdl,Monster,
269th Order Mendicant Da Za,chara/demihuman/d1003/obj/equipment/e0001/model/d1003e0001_0001.mdl,Demihuman,
269th Order Mendicant Da Za,chara/demihuman/d1003/obj/equipment/e0001/model/d1003e0001_0001.mdl,Demihuman,
Dozol Meloc,chara/demihuman/d1002/obj/equipment/e0001/model/d1002e0001_0001.mdl,Demihuman,
Lonu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Lonu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Lonu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
tactical tribesman,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Lonu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Surito Carito,chara/monster/m0022/obj/body/b0002/model/m0022b0002.mdl,Monster,
Halga Tolga,chara/monster/m0022/obj/body/b0005/model/m0022b0005.mdl,Monster,
Mamool Ja mercenary leader,chara/demihuman/d1008/obj/equipment/e0001/model/d1008e0001_0001.mdl,Demihuman,
Surito Carito,chara/monster/m0191/obj/body/b0001/model/m0191b0001.mdl,Monster,
Alka Zolka,chara/monster/m0191/obj/body/b0001/model/m0191b0001.mdl,Monster,
269th Order Mendicant Da Za,chara/demihuman/d1003/obj/equipment/e0001/model/d1003e0001_0001.mdl,Demihuman,
Dozol Meloc,chara/demihuman/d1002/obj/equipment/e0001/model/d1002e0001_0001.mdl,Demihuman,
Kazagg Chah,chara/demihuman/d1001/obj/equipment/e0001/model/d1001e0001_0001.mdl,Demihuman,
Halga Tolga,chara/monster/m0022/obj/body/b0005/model/m0022b0005.mdl,Monster,
Surito Carito,chara/monster/m0022/obj/body/b0002/model/m0022b0002.mdl,Monster,
Moghan,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
poroggo familiar,chara/monster/m0089/obj/body/b0001/model/m0089b0001.mdl,Monster,
Halga Tolga,chara/monster/m0022/obj/body/b0005/model/m0022b0005.mdl,Monster,
Tonu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
quavering kitten,chara/monster/m8013/obj/body/b0001/model/m8013b0001.mdl,Monster,
captured chocobo,chara/demihuman/d0001/obj/equipment/e0001/model/d0001e0001_0001.mdl,Demihuman,
captured chocobo,chara/demihuman/d0001/obj/equipment/e0001/model/d0001e0001_0001.mdl,Demihuman,
moogle adventurer,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Vath strongarm,chara/demihuman/d1020/obj/equipment/e0001/model/d1020e0001_0001.mdl,Demihuman,
wild draught chocobo,chara/demihuman/d0001/obj/equipment/e0001/model/d0001e0001_0001.mdl,Demihuman,
wild draught chocobo,chara/demihuman/d0001/obj/equipment/e0001/model/d0001e0001_0001.mdl,Demihuman,
Kohm Gahn,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Kohm Scorh,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Kohm Khur,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Nonmind drone,chara/demihuman/d1020/obj/equipment/e0001/model/d1020e0001_0001.mdl,Demihuman,
Nonmind drone,chara/demihuman/d1020/obj/equipment/e0001/model/d1020e0001_0001.mdl,Demihuman,
astute Vath,chara/demihuman/d1020/obj/equipment/e0001/model/d1020e0001_0001.mdl,Demihuman,
wandering Gnath,chara/demihuman/d1020/obj/equipment/e0001/model/d1020e0001_0001.mdl,Demihuman,
wandering Gnath,chara/demihuman/d1020/obj/equipment/e0001/model/d1020e0001_0001.mdl,Demihuman,
Gnath drone,chara/demihuman/d1020/obj/equipment/e0001/model/d1020e0001_0001.mdl,Demihuman,
Gnath drone,chara/demihuman/d1020/obj/equipment/e0001/model/d1020e0001_0001.mdl,Demihuman,
Gnath drone,chara/demihuman/d1020/obj/equipment/e0001/model/d1020e0001_0001.mdl,Demihuman,
landbound dragonling,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
maundering moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
impatient moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
emasculated moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
muttering moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
impatient moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
emasculated moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
muttering moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
manic moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
mazed moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
muddled moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
mousy moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
mortified moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
moon-eyed moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
mercurial moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
malcontent moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
meandering moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
mercurial moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
meandering moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
mercurial moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
impatient moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
impotent moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
commoving moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
militant moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
impotent moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
commoving moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
militant moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
unmaneuvering moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogzun,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogkon,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogkon,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogoot,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogoot,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogzun,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogkon,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogoot,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogzun,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogkon,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogoot,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogzun,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogkon,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogoot,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogzun,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogkon,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogoot,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
malingering moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
remarking moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
glimpsing moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
miming moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
impetuous moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
rummaging moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
remarking moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
glimpsing moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
miming moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
impetuous moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
rummaging moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
meticulous moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
rummaging moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
mewling moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Chief Honu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
captured Zundu youth,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
rescued Zundu youth,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Zundu intelligencer,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
hidden Zundu youth,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
hidden Zundu youth,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
hidden Zundu youth,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Zundu sacrifice,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Kuplo Kopp,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
guidance node,chara/monster/m0278/obj/body/b0001/model/m0278b0001.mdl,Monster,
zombie dragon,chara/monster/m0063/obj/body/b0002/model/m0063b0002.mdl,Monster,
spirited goblin,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
sprightly goblin,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Feltsmox,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Feltsmox,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Boomshox,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Feltsmox,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
salvaging goblin,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Feltsmox,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
startled goblin,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
scathed goblin,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
scathed goblin,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
self-possessed broom,chara/monster/m8068/obj/body/b0001/model/m8068b0001.mdl,Monster,
Mogule,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Backrix,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
independent tinker,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Tonu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
recharging node,chara/monster/m0278/obj/body/b0003/model/m0278b0003.mdl,Monster,
surveillance node,chara/monster/m0278/obj/body/b0001/model/m0278b0001.mdl,Monster,
transport node,chara/monster/m0278/obj/body/b0002/model/m0278b0002.mdl,Monster,
Midgardsormr,chara/monster/m0228/obj/body/b0001/model/m0228b0001.mdl,Monster,
Midgardsormr,chara/monster/m0228/obj/body/b0001/model/m0228b0001.mdl,Monster,
Moghan,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
guidance node,chara/monster/m0278/obj/body/b0001/model/m0278b0001.mdl,Monster,
gobwatch,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Mogukk,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Tona Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Tona Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
goblin trader,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Sonu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
goblin trader,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
goblin trader,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Vanu scout,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Kal Myhk,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Kal Myhk,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Kal Myhk,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Kal Myhk,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Kal Myhk,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Kal Myhk,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Kal Myhk,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Kal Myhk,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Kal Myhk,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Kal Myhk,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Kal Myhk,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Kal Myhk,chara/monster/m0239/obj/body/b0001/model/m0239b0001.mdl,Monster,
Gunu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Gunu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Gunu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Gunu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Gunu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
raving Vundu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
battle-trained sanuwa,chara/monster/m0234/obj/body/b0002/model/m0234b0002.mdl,Monster,
Gunu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Gunu Vanu,chara/demihuman/d1001/obj/equipment/e0006/model/d1001e0006_0001.mdl,Demihuman,
Pukno Poki,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Pukno Poki,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogta,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogta,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogta,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogta,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogta,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogta,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogta,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
serendipitous broom,chara/monster/m8068/obj/body/b0001/model/m8068b0001.mdl,Monster,
Mogkul,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogkul,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogkul,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogok,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogga,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogga,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogkul,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogok,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogga,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogkul,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogga,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogok,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
ancient vouivre,chara/monster/m0064/obj/body/b0004/model/m0064b0004.mdl,Monster,
Mogkul,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogok,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogga,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogkul,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
ungracious goblin,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
wide-eyed watchguard,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
wide-eyed watchguard,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
wide-eyed watchguard,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
wide-eyed watchguard,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
wide-eyed watchguard,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
wide-eyed watchguard,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Dripwix,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Dripwix,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Dripwix,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Dripwix,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Slowfix,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
loin-girded goblin,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
goblin guide,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
goblin coalshifter,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
gangly goblin,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
gangly goblin,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
gangly goblin,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Slowfix,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Roundrox,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Quickthinx Allthoughts,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Illuminati machinist,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Illuminati machinist,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Brayflox Alltalks,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Backrix,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Roundrox,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Redbrix,chara/demihuman/d1004/obj/equipment/e0001/model/d1004e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
mumbling moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
zooming moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
unmoogled moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
unmoogled moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
unmoogled moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
unmoogled moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Pomguard moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Pomguard moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Pomguard moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Kupli Kuki,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
moofy moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
moofy moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Kupli Kuki,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
moofy moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Kupli Kuki,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
moofy moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
motioning moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
motioning moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Kupli Kuki,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
moofy moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
motioning moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogule,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Mogleo,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Kupli Kuki,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Kupli Kuki,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
moofy moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
moofy moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
motioning moogle,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
